employee_id,department,role,week,typing_speed_wpm,meeting_hours_per_day,after_hours_app_usage_hrs,weekend_logins,calendar_density,slack_response_time_min,task_completion_rate,pto_days_used,focus_time_blocks,email_volume_per_day,burnout_score,risk_label
EMP_0306,Marketing,Senior,4,60.46,3.31,0.72,2,0.319,16.67,0.799,0,3.22,18.97,27.1,Low
EMP_0306,Marketing,Senior,5,62.39,2.99,0.81,1,0.141,21.57,0.81,1,2.94,38.43,19.11,Low
EMP_0306,Marketing,Senior,6,66.46,3.43,0.68,0,0.486,13.56,0.889,0,3.45,30.11,23.52,Low
EMP_0306,Marketing,Senior,7,59.6,2.93,1.71,2,0.523,17.18,0.745,0,3.79,41.08,26.95,Low
EMP_0306,Marketing,Senior,8,49.67,4.59,0.54,0,0.382,24.0,0.734,3,2.78,41.53,34.43,Low
EMP_0306,Marketing,Senior,9,63.61,2.37,0.9,2,0.484,16.13,0.793,0,3.56,33.89,24.14,Low
EMP_0306,Marketing,Senior,10,70.03,2.87,2.03,2,0.526,25.11,0.856,0,3.59,24.78,30.61,Low
EMP_0306,Marketing,Senior,11,57.68,3.65,0.89,1,0.446,22.99,0.776,1,3.02,34.73,28.79,Low
EMP_0306,Marketing,Senior,12,62.17,2.83,0.0,0,0.546,17.4,0.832,2,3.93,38.69,22.2,Low
EMP_0307,Finance,Lead,1,53.97,4.53,1.84,1,0.618,23.41,0.796,0,2.86,45.95,40.0,Medium
EMP_0307,Finance,Lead,2,44.15,4.29,2.26,4,0.738,27.05,0.809,2,3.16,55.18,40.8,Medium
EMP_0307,Finance,Lead,3,51.4,4.9,0.89,1,0.653,31.38,0.827,0,1.99,42.51,36.66,Low
EMP_0307,Finance,Lead,4,43.59,5.54,1.79,3,0.818,25.91,0.683,0,3.49,60.65,50.42,Medium
EMP_0307,Finance,Lead,5,43.61,4.62,1.65,6,0.543,22.39,0.744,0,2.76,52.85,42.18,Medium
EMP_0307,Finance,Lead,6,52.97,3.17,2.71,0,0.693,19.78,0.584,0,1.6,50.75,28.61,Low
EMP_0307,Finance,Lead,7,53.75,3.63,0.87,3,0.62,27.0,0.709,1,2.55,54.15,40.0,Medium
EMP_0307,Finance,Lead,8,45.55,4.33,1.91,2,0.547,27.96,0.729,0,2.41,56.59,36.0,Low
EMP_0307,Finance,Lead,9,54.35,5.01,2.38,1,0.786,25.09,0.693,0,1.61,55.99,36.92,Low
EMP_0307,Finance,Lead,10,49.86,5.35,2.88,7,0.713,28.77,0.64,1,0.85,60.61,52.04,Medium
EMP_0307,Finance,Lead,11,63.28,5.95,2.79,1,0.736,25.21,0.592,0,2.37,53.23,44.87,Medium
EMP_0307,Finance,Lead,12,42.64,5.25,1.91,1,1.0,35.99,0.662,0,1.37,67.08,41.83,Medium
EMP_0308,Operations,Mid,1,55.85,2.64,1.01,1,0.509,15.01,0.76,1,3.4,28.0,27.68,Low
EMP_0308,Operations,Mid,2,52.82,2.43,1.1,4,0.383,18.75,0.853,1,2.17,31.91,29.8,Low
EMP_0308,Operations,Mid,3,60.08,3.0,1.41,1,0.342,24.67,0.772,1,3.6,43.66,22.15,Low
EMP_0308,Operations,Mid,4,55.75,4.35,1.74,1,0.701,18.48,0.805,0,3.17,47.16,30.93,Low
EMP_0308,Operations,Mid,5,43.49,4.29,1.36,2,0.577,24.71,0.786,1,2.87,47.19,35.94,Low
EMP_0308,Operations,Mid,6,56.16,2.74,1.7,1,0.251,14.57,0.853,2,3.0,36.58,17.6,Low
EMP_0308,Operations,Mid,7,56.91,4.92,0.41,2,0.498,27.32,0.75,0,1.78,44.67,33.05,Low
EMP_0308,Operations,Mid,8,56.27,4.27,1.36,1,0.69,18.51,0.73,0,2.2,59.56,40.12,Medium
EMP_0308,Operations,Mid,9,60.05,4.13,1.63,3,0.56,19.36,0.803,1,3.64,42.27,29.6,Low
EMP_0308,Operations,Mid,10,61.96,3.06,1.45,0,0.518,20.16,0.75,0,2.24,51.96,25.39,Low
EMP_0308,Operations,Mid,11,60.31,4.27,1.86,1,0.694,19.38,0.736,0,2.47,33.59,41.61,Medium
EMP_0308,Operations,Mid,12,43.73,4.49,2.67,2,0.649,29.81,0.701,0,1.24,55.11,44.58,Medium
EMP_0309,Sales,Lead,1,46.05,3.05,1.93,2,0.396,24.33,0.812,0,3.12,40.45,31.41,Low
EMP_0309,Sales,Lead,2,49.01,5.0,1.41,1,0.554,18.75,0.747,0,2.77,31.34,32.36,Low
EMP_0309,Sales,Lead,3,53.24,5.42,0.65,1,0.535,23.09,0.752,0,2.56,16.11,21.75,Low
EMP_0309,Sales,Lead,4,44.5,3.21,1.11,1,0.549,23.66,0.74,0,3.16,38.36,24.09,Low
EMP_0309,Sales,Lead,5,60.02,4.17,1.55,2,0.538,17.67,0.709,1,2.62,34.47,39.32,Low
EMP_0309,Sales,Lead,6,54.5,4.73,1.73,1,0.689,28.65,0.672,3,2.58,37.36,37.03,Low
EMP_0309,Sales,Lead,7,57.5,3.07,1.6,5,0.324,16.89,0.763,2,2.93,28.64,24.88,Low
EMP_0309,Sales,Lead,8,49.88,4.1,1.19,0,0.606,12.09,0.692,0,1.89,38.15,32.04,Low
EMP_0309,Sales,Lead,9,50.83,4.13,2.2,3,0.453,9.75,0.7,1,3.81,33.92,41.78,Medium
EMP_0309,Sales,Lead,10,56.97,3.9,0.73,0,0.232,19.56,0.807,2,2.7,36.54,19.17,Low
EMP_0309,Sales,Lead,11,44.69,4.59,3.2,4,0.754,22.23,0.714,0,1.92,35.49,49.08,Medium
EMP_0309,Sales,Lead,12,56.41,4.92,1.52,4,0.709,16.74,0.753,0,2.75,29.1,36.61,Low
EMP_0310,Engineering,Senior,1,64.76,4.2,0.95,0,0.61,20.65,0.7,0,2.86,18.45,26.95,Low
EMP_0310,Engineering,Senior,2,55.35,5.46,2.55,2,0.401,9.07,0.773,0,2.71,17.91,27.13,Low
EMP_0310,Engineering,Senior,3,48.9,3.36,1.11,3,0.528,24.81,0.784,0,2.32,39.29,33.31,Low
EMP_0310,Engineering,Senior,4,61.96,4.01,2.31,1,0.768,22.34,0.796,1,3.42,38.68,45.19,Medium
EMP_0310,Engineering,Senior,5,52.66,3.51,1.35,1,0.701,25.76,0.802,1,2.87,36.48,21.75,Low
EMP_0310,Engineering,Senior,6,49.78,4.5,3.29,3,0.548,25.72,0.685,0,2.2,51.28,51.57,Medium
EMP_0310,Engineering,Senior,7,53.54,3.58,0.45,0,0.399,19.75,0.776,0,3.33,30.84,22.19,Low
EMP_0310,Engineering,Senior,8,51.29,5.85,1.44,1,0.649,22.57,0.696,0,2.52,52.88,39.06,Low
EMP_0310,Engineering,Senior,9,44.93,3.77,0.74,3,0.451,18.48,0.792,0,2.94,40.75,35.28,Low
EMP_0310,Engineering,Senior,10,52.3,4.65,2.39,3,0.772,27.96,0.705,0,0.87,46.63,46.09,Medium
EMP_0310,Engineering,Senior,11,56.59,3.63,1.59,1,0.481,15.93,0.761,2,3.33,44.3,29.0,Low
EMP_0310,Engineering,Senior,12,52.5,4.95,2.75,0,0.732,30.32,0.661,0,2.54,31.5,30.34,Low
EMP_0311,Marketing,Senior,1,53.01,3.86,0.78,1,0.492,16.5,0.693,1,2.68,34.74,27.89,Low
EMP_0311,Marketing,Senior,2,56.73,3.86,1.45,3,0.799,13.41,0.677,0,3.11,33.63,35.25,Low
EMP_0311,Marketing,Senior,3,63.28,5.88,0.73,1,0.411,16.65,0.735,0,2.29,39.14,30.7,Low
EMP_0311,Marketing,Senior,4,58.91,3.85,1.4,1,0.415,18.69,0.788,0,2.96,37.72,28.8,Low
EMP_0311,Marketing,Senior,5,45.74,5.54,2.39,2,0.603,31.96,0.671,1,2.31,31.98,38.92,Low
EMP_0311,Marketing,Senior,6,63.41,4.23,2.68,0,0.623,17.71,0.709,0,2.73,40.43,37.11,Low
EMP_0311,Marketing,Senior,7,57.04,4.58,2.0,2,0.333,18.33,0.735,1,3.05,46.05,28.26,Low
EMP_0311,Marketing,Senior,8,53.55,4.4,1.98,4,0.681,30.7,0.553,1,2.3,50.3,44.3,Medium
EMP_0311,Marketing,Senior,9,44.37,4.46,2.81,3,0.772,20.6,0.619,0,2.53,61.05,38.24,Low
EMP_0311,Marketing,Senior,10,50.07,4.57,2.15,2,0.6,19.11,0.764,2,2.84,47.74,41.97,Medium
EMP_0311,Marketing,Senior,11,55.77,5.58,0.83,1,0.475,11.11,0.811,0,2.56,46.26,34.96,Low
EMP_0311,Marketing,Senior,12,51.86,3.4,2.47,4,0.507,13.17,0.752,1,3.64,33.6,33.65,Low
EMP_0312,Sales,Senior,1,48.89,3.27,1.75,3,0.412,20.8,0.729,0,4.52,41.42,36.37,Low
EMP_0312,Sales,Senior,2,59.83,3.35,1.65,0,0.55,13.42,0.679,2,2.83,53.31,16.9,Low
EMP_0312,Sales,Senior,3,61.64,2.33,2.31,2,0.515,19.34,0.755,0,2.5,29.33,29.21,Low
EMP_0312,Sales,Senior,4,52.12,4.0,1.02,2,0.605,17.9,0.712,1,2.98,44.91,38.3,Low
EMP_0312,Sales,Senior,5,63.39,1.81,1.05,4,0.535,28.5,0.758,1,3.52,38.43,35.49,Low
EMP_0312,Sales,Senior,6,59.48,4.98,1.73,3,0.626,11.45,0.768,0,2.73,37.58,28.26,Low
EMP_0312,Sales,Senior,7,51.9,4.78,2.08,1,0.468,25.78,0.715,1,2.96,36.49,43.36,Medium
EMP_0312,Sales,Senior,8,57.64,4.92,1.21,3,0.606,18.73,0.751,0,2.94,38.54,28.52,Low
EMP_0312,Sales,Senior,9,58.66,3.5,0.9,3,0.505,17.12,0.81,1,2.93,41.65,29.47,Low
EMP_0312,Sales,Senior,10,56.44,5.32,1.95,1,0.676,22.43,0.717,0,1.31,44.21,29.31,Low
EMP_0312,Sales,Senior,11,48.48,4.21,2.32,6,0.619,20.92,0.719,0,1.62,48.47,45.68,Medium
EMP_0312,Sales,Senior,12,53.75,3.99,1.89,2,0.663,24.69,0.613,1,1.92,32.52,43.6,Medium
EMP_0313,Finance,Junior,1,52.35,3.97,0.98,1,0.445,18.18,0.752,1,2.92,31.88,26.89,Low
EMP_0313,Finance,Junior,2,64.66,1.79,1.95,2,0.504,23.61,0.83,1,3.19,26.91,37.61,Low
EMP_0313,Finance,Junior,3,57.17,3.03,0.5,2,0.603,24.63,0.891,0,2.98,53.89,24.36,Low
EMP_0313,Finance,Junior,4,56.28,3.05,0.87,6,0.447,21.7,0.749,2,3.2,39.66,23.8,Low
EMP_0313,Finance,Junior,5,58.55,5.22,0.89,1,0.643,16.66,0.725,1,2.62,38.47,26.98,Low
EMP_0313,Finance,Junior,6,58.28,3.54,1.49,1,0.494,22.38,0.723,1,2.6,41.51,32.05,Low
EMP_0313,Finance,Junior,7,51.38,3.62,1.49,2,0.577,29.06,0.729,0,2.29,46.59,38.41,Low
EMP_0313,Finance,Junior,8,64.79,3.49,0.67,2,0.678,19.73,0.831,1,2.66,30.78,22.67,Low
EMP_0313,Finance,Junior,9,60.84,3.52,0.93,3,0.55,23.5,0.714,0,2.92,41.87,33.5,Low
EMP_0313,Finance,Junior,10,54.84,5.09,1.27,6,0.749,20.42,0.723,0,2.02,49.4,39.76,Low
EMP_0313,Finance,Junior,11,54.14,3.02,0.79,1,0.496,14.1,0.809,2,2.48,36.18,19.45,Low
EMP_0313,Finance,Junior,12,47.55,4.99,2.47,2,0.601,31.71,0.746,0,1.35,60.7,40.73,Medium
EMP_0314,Marketing,Mid,1,59.04,3.16,1.4,0,0.447,22.57,0.885,1,4.38,25.58,31.44,Low
EMP_0314,Marketing,Mid,2,57.84,1.71,0.0,2,0.443,10.49,0.86,1,3.17,26.21,26.19,Low
EMP_0314,Marketing,Mid,3,63.83,4.0,0.96,2,0.461,17.15,0.781,1,2.8,26.45,26.38,Low
EMP_0314,Marketing,Mid,4,58.19,4.06,1.37,2,0.502,14.49,0.878,0,2.93,30.39,28.93,Low
EMP_0314,Marketing,Mid,5,61.08,2.19,0.86,5,0.455,14.94,0.771,0,3.76,23.56,35.36,Low
EMP_0314,Marketing,Mid,6,62.67,3.15,2.26,1,0.593,15.71,0.806,1,3.61,34.12,30.85,Low
EMP_0314,Marketing,Mid,7,49.31,3.68,1.69,0,0.486,17.88,0.794,0,2.38,24.69,38.96,Low
EMP_0314,Marketing,Mid,8,64.34,1.96,0.81,1,0.37,16.57,0.835,0,3.7,38.89,21.02,Low
EMP_0314,Marketing,Mid,9,61.6,3.83,1.31,0,0.49,12.5,0.927,1,2.76,35.97,19.85,Low
EMP_0314,Marketing,Mid,10,57.97,3.65,1.83,0,0.518,15.41,0.706,0,2.78,22.16,27.98,Low
EMP_0314,Marketing,Mid,11,50.41,3.16,0.91,1,0.378,15.66,0.826,2,3.11,30.25,28.41,Low
EMP_0314,Marketing,Mid,12,56.11,2.65,1.29,0,0.555,8.71,0.737,1,3.42,26.12,24.73,Low
EMP_0315,Marketing,Lead,1,59.89,4.27,1.13,0,0.539,26.12,0.783,0,2.5,35.73,28.92,Low
EMP_0315,Marketing,Lead,2,58.37,3.25,0.27,2,0.575,17.77,0.723,1,3.19,20.46,19.79,Low
EMP_0315,Marketing,Lead,3,51.75,3.88,1.44,2,0.612,15.99,0.798,0,2.73,44.25,30.04,Low
EMP_0315,Marketing,Lead,4,61.65,4.24,0.78,0,0.478,21.22,0.756,2,2.97,23.77,25.73,Low
EMP_0315,Marketing,Lead,5,53.9,2.11,1.11,4,0.553,18.42,0.862,0,2.58,43.55,31.93,Low
EMP_0315,Marketing,Lead,6,59.13,2.65,1.43,2,0.636,16.58,0.83,0,3.63,48.17,32.97,Low
EMP_0315,Marketing,Lead,7,66.68,3.71,1.11,1,0.39,20.97,0.701,2,3.55,38.92,30.07,Low
EMP_0315,Marketing,Lead,8,57.89,4.38,1.19,5,0.552,23.12,0.78,0,2.42,34.76,33.37,Low
EMP_0315,Marketing,Lead,9,58.86,4.42,0.84,2,0.481,12.13,0.776,2,3.57,26.96,25.17,Low
EMP_0315,Marketing,Lead,10,52.89,5.19,1.6,4,0.535,25.36,0.719,0,2.01,32.52,39.92,Low
EMP_0315,Marketing,Lead,11,58.74,3.92,1.97,2,0.528,23.09,0.759,2,2.86,42.27,36.27,Low
EMP_0315,Marketing,Lead,12,57.37,4.03,1.62,4,0.564,16.85,0.836,0,2.96,40.12,43.48,Medium
EMP_0316,Operations,Mid,1,60.42,2.35,0.0,3,0.381,15.07,0.771,2,3.5,18.7,23.39,Low
EMP_0316,Operations,Mid,2,56.02,2.99,0.1,0,0.384,10.67,0.885,1,3.33,20.64,17.14,Low
EMP_0316,Operations,Mid,3,71.09,4.79,0.84,4,0.503,10.74,0.834,1,2.96,33.95,29.29,Low
EMP_0316,Operations,Mid,4,59.19,3.45,1.88,0,0.57,17.47,0.827,0,2.95,43.24,30.79,Low
EMP_0316,Operations,Mid,5,51.22,4.32,0.04,0,0.606,15.0,0.81,0,3.21,25.87,20.02,Low
EMP_0316,Operations,Mid,6,58.77,4.29,0.82,1,0.612,7.08,0.847,0,3.85,35.94,38.59,Low
EMP_0316,Operations,Mid,7,67.82,3.87,0.95,2,0.405,12.7,0.853,1,3.67,42.72,27.29,Low
EMP_0316,Operations,Mid,8,53.55,3.08,1.29,3,0.598,17.2,0.721,2,2.92,38.16,35.04,Low
EMP_0316,Operations,Mid,9,58.25,2.93,1.75,1,0.572,29.71,0.766,0,2.8,50.62,24.69,Low
EMP_0316,Operations,Mid,10,56.01,1.74,1.31,0,0.371,13.24,0.924,1,2.96,32.82,20.31,Low
EMP_0316,Operations,Mid,11,56.02,2.49,0.91,0,0.374,6.72,0.816,1,3.89,28.5,20.07,Low
EMP_0316,Operations,Mid,12,47.49,1.85,1.76,2,0.605,21.34,0.776,0,3.87,37.87,33.32,Low
EMP_0317,Operations,Mid,1,66.5,4.38,2.31,3,0.404,25.88,0.799,1,2.58,24.76,28.28,Low
EMP_0317,Operations,Mid,2,64.63,2.29,0.86,1,0.659,14.9,0.815,1,3.3,34.12,26.44,Low
EMP_0317,Operations,Mid,3,53.74,4.4,1.47,2,0.398,22.85,0.74,0,2.69,41.6,31.4,Low
EMP_0317,Operations,Mid,4,59.29,1.92,1.1,1,0.599,20.63,0.798,0,3.26,27.59,24.2,Low
EMP_0317,Operations,Mid,5,61.13,4.14,1.72,0,0.496,18.44,0.725,0,2.71,41.27,31.48,Low
EMP_0317,Operations,Mid,6,53.49,3.22,1.27,2,0.713,16.35,0.747,1,2.12,48.74,32.62,Low
EMP_0317,Operations,Mid,7,53.6,5.55,1.99,1,0.46,22.4,0.672,0,3.02,39.19,41.8,Medium
EMP_0317,Operations,Mid,8,62.92,5.48,1.34,1,0.574,18.68,0.691,0,1.95,37.92,36.51,Low
EMP_0317,Operations,Mid,9,44.24,5.51,1.49,1,0.798,21.2,0.743,0,2.59,45.89,45.66,Medium
EMP_0317,Operations,Mid,10,45.84,4.14,0.86,2,0.53,25.23,0.669,2,1.9,46.34,34.87,Low
EMP_0317,Operations,Mid,11,63.1,4.02,1.65,2,0.534,15.51,0.693,1,2.3,49.66,31.01,Low
EMP_0317,Operations,Mid,12,54.96,3.1,2.67,1,0.578,29.21,0.674,0,2.89,55.83,36.68,Low
EMP_0318,Engineering,Lead,1,55.28,4.33,0.88,0,0.486,15.04,0.752,1,1.82,17.34,21.35,Low
EMP_0318,Engineering,Lead,2,53.38,5.37,2.08,1,0.679,20.59,0.706,1,2.41,35.17,39.52,Low
EMP_0318,Engineering,Lead,3,56.29,3.1,1.25,3,0.525,27.66,0.692,0,3.04,53.6,30.07,Low
EMP_0318,Engineering,Lead,4,55.53,3.05,1.01,3,0.552,20.59,0.76,1,2.56,38.13,28.06,Low
EMP_0318,Engineering,Lead,5,57.57,3.85,0.66,2,0.231,23.04,0.774,0,2.92,36.85,26.11,Low
EMP_0318,Engineering,Lead,6,56.31,4.01,1.71,2,0.309,21.36,0.824,0,2.9,37.71,29.47,Low
EMP_0318,Engineering,Lead,7,54.53,4.22,2.25,3,0.789,25.38,0.746,1,2.74,53.41,41.0,Medium
EMP_0318,Engineering,Lead,8,51.59,3.46,1.15,1,0.417,16.96,0.723,0,3.0,42.32,27.13,Low
EMP_0318,Engineering,Lead,9,51.01,5.2,1.85,1,0.684,25.4,0.644,0,2.43,51.27,44.63,Medium
EMP_0318,Engineering,Lead,10,42.94,4.27,2.77,6,0.524,29.11,0.72,0,3.05,51.37,57.18,Medium
EMP_0318,Engineering,Lead,11,51.97,5.25,1.53,0,0.781,27.16,0.686,0,0.91,47.64,37.16,Low
EMP_0318,Engineering,Lead,12,56.03,4.05,2.46,3,0.585,28.77,0.687,0,1.94,49.14,37.54,Low
EMP_0319,HR,Senior,1,45.67,3.44,1.44,1,0.673,12.31,0.681,0,2.64,38.48,27.22,Low
EMP_0319,HR,Senior,2,55.44,4.5,1.69,3,0.526,19.86,0.735,1,2.53,39.42,33.16,Low
EMP_0319,HR,Senior,3,56.89,4.7,0.73,1,0.516,17.11,0.783,1,2.56,29.23,28.1,Low
EMP_0319,HR,Senior,4,65.68,3.46,0.8,2,0.545,14.85,0.792,1,3.18,36.91,17.88,Low
EMP_0319,HR,Senior,5,48.54,2.73,1.91,0,0.597,29.52,0.874,2,3.45,41.05,39.89,Low
EMP_0319,HR,Senior,6,54.68,3.73,1.52,1,0.672,18.99,0.756,1,2.4,41.34,26.24,Low
EMP_0319,HR,Senior,7,49.65,5.93,2.34,2,0.614,32.57,0.65,1,2.2,40.09,42.32,Medium
EMP_0319,HR,Senior,8,42.86,4.01,1.36,2,0.607,23.23,0.76,0,2.95,46.4,31.91,Low
EMP_0319,HR,Senior,9,58.95,5.17,1.92,1,0.673,31.65,0.692,0,1.8,40.86,38.75,Low
EMP_0319,HR,Senior,10,49.82,5.62,3.26,3,0.477,20.21,0.676,1,2.43,58.95,54.39,Medium
EMP_0319,HR,Senior,11,56.53,3.5,1.67,1,0.424,14.55,0.866,0,3.47,28.63,22.0,Low
EMP_0319,HR,Senior,12,60.91,4.17,0.73,2,0.487,15.63,0.762,2,3.98,36.59,30.88,Low
EMP_0320,Finance,Lead,1,47.55,3.62,1.25,2,0.318,24.75,0.838,2,3.26,32.13,19.74,Low
EMP_0320,Finance,Lead,2,67.97,2.72,0.78,2,0.674,21.93,0.795,2,2.98,30.17,37.79,Low
EMP_0320,Finance,Lead,3,59.57,3.32,1.15,1,0.385,7.15,0.837,1,3.37,41.43,27.08,Low
EMP_0320,Finance,Lead,4,59.23,4.38,1.31,1,0.546,19.74,0.781,2,3.14,33.17,28.47,Low
EMP_0320,Finance,Lead,5,57.31,2.86,0.83,0,0.725,23.16,0.76,1,3.6,49.54,27.86,Low
EMP_0320,Finance,Lead,6,54.78,2.62,0.79,1,0.641,14.94,0.821,2,2.91,57.39,18.12,Low
EMP_0320,Finance,Lead,7,45.71,4.56,1.4,3,0.588,28.57,0.857,2,3.07,43.49,35.07,Low
EMP_0320,Finance,Lead,8,43.27,2.49,1.15,0,0.448,23.33,0.729,1,2.54,52.81,20.87,Low
EMP_0320,Finance,Lead,9,56.76,3.75,0.88,1,0.444,15.97,0.84,0,3.12,39.5,37.51,Low
EMP_0320,Finance,Lead,10,58.79,4.42,1.85,2,0.651,13.09,0.752,0,3.32,32.96,33.12,Low
EMP_0320,Finance,Lead,11,50.97,4.35,1.24,5,0.847,27.01,0.761,1,2.14,43.87,48.94,Medium
EMP_0320,Finance,Lead,12,56.1,3.94,2.76,1,0.723,33.21,0.719,0,1.99,53.28,28.52,Low
EMP_0321,HR,Junior,1,59.72,1.67,1.28,0,0.251,2.44,0.818,0,3.16,31.13,20.55,Low
EMP_0321,HR,Junior,2,60.18,2.7,0.67,0,0.402,7.77,0.937,2,4.49,28.32,12.68,Low
EMP_0321,HR,Junior,3,61.3,1.24,0.0,0,0.268,3.45,0.844,0,4.01,33.92,10.97,Low
EMP_0321,HR,Junior,4,60.52,2.87,0.02,1,0.35,9.74,0.77,2,3.37,24.68,22.95,Low
EMP_0321,HR,Junior,5,69.75,3.01,0.33,0,0.38,21.87,0.928,1,3.36,22.22,7.39,Low
EMP_0321,HR,Junior,6,67.34,3.74,0.1,0,0.583,2.38,0.845,0,3.64,21.62,8.77,Low
EMP_0321,HR,Junior,7,69.18,2.62,1.25,2,0.527,5.57,0.79,0,3.7,28.44,31.55,Low
EMP_0321,HR,Junior,8,61.89,3.15,0.59,0,0.464,12.04,0.782,1,3.76,40.75,24.81,Low
EMP_0321,HR,Junior,9,57.97,2.19,0.44,0,0.35,14.34,0.806,1,4.26,27.8,22.76,Low
EMP_0321,HR,Junior,10,64.03,3.53,1.02,1,0.348,28.82,0.734,1,3.01,32.44,13.96,Low
EMP_0321,HR,Junior,11,55.81,3.48,1.29,4,0.416,16.42,0.825,0,2.39,28.24,33.03,Low
EMP_0321,HR,Junior,12,62.72,2.43,0.75,0,0.28,13.98,0.814,2,3.09,31.62,19.11,Low
EMP_0322,Marketing,Lead,1,59.59,2.21,0.53,3,0.581,10.23,0.878,0,3.64,37.34,19.95,Low
EMP_0322,Marketing,Lead,2,68.48,2.61,1.55,1,0.435,11.54,0.798,1,3.57,37.43,12.17,Low
EMP_0322,Marketing,Lead,3,68.55,3.11,1.04,3,0.46,9.38,0.777,0,3.74,41.35,30.39,Low
EMP_0322,Marketing,Lead,4,57.01,2.98,0.73,2,0.531,8.01,0.785,3,3.59,40.39,20.74,Low
EMP_0322,Marketing,Lead,5,52.4,3.72,0.36,3,0.468,19.94,0.831,0,3.96,37.36,24.3,Low
EMP_0322,Marketing,Lead,6,57.99,2.94,0.52,0,0.593,12.16,0.818,0,2.91,44.25,22.99,Low
EMP_0322,Marketing,Lead,7,51.27,2.93,0.95,2,0.644,23.74,0.904,2,2.55,48.02,28.87,Low
EMP_0322,Marketing,Lead,8,57.93,2.81,0.76,1,0.399,5.54,0.845,0,3.84,36.14,21.35,Low
EMP_0322,Marketing,Lead,9,61.26,3.41,1.29,2,0.417,20.67,0.752,1,2.98,40.05,28.79,Low
EMP_0322,Marketing,Lead,10,57.51,3.69,1.71,3,0.493,32.98,0.678,0,2.79,47.87,46.99,Medium
EMP_0322,Marketing,Lead,11,57.2,1.07,0.82,1,0.184,6.91,0.872,2,4.27,24.31,11.99,Low
EMP_0322,Marketing,Lead,12,59.5,4.29,1.47,4,0.477,18.84,0.701,0,2.03,41.93,32.36,Low
EMP_0323,HR,Manager,1,52.69,3.97,1.83,4,0.609,19.75,0.683,0,2.64,54.13,51.07,Medium
EMP_0323,HR,Manager,2,52.43,4.89,2.1,3,0.443,18.23,0.796,1,1.9,51.63,28.51,Low
EMP_0323,HR,Manager,3,48.81,4.74,1.57,2,0.696,24.21,0.708,0,2.76,39.36,46.14,Medium
EMP_0323,HR,Manager,4,50.36,4.97,1.52,2,0.586,15.82,0.734,0,3.03,49.33,43.7,Medium
EMP_0323,HR,Manager,5,55.42,3.08,1.67,4,0.615,28.89,0.645,0,2.45,43.8,41.21,Medium
EMP_0323,HR,Manager,6,50.43,3.16,1.71,2,0.493,32.33,0.72,0,3.14,51.58,35.29,Low
EMP_0323,HR,Manager,7,57.01,5.56,2.0,1,0.709,27.19,0.701,1,2.81,41.03,41.91,Medium
EMP_0323,HR,Manager,8,44.04,4.97,2.07,3,0.699,28.83,0.71,2,2.76,49.72,48.69,Medium
EMP_0323,HR,Manager,9,52.6,3.41,1.98,2,0.641,23.1,0.817,1,2.02,42.72,33.35,Low
EMP_0323,HR,Manager,10,53.69,4.6,1.67,2,0.729,19.85,0.607,0,2.14,57.34,49.36,Medium
EMP_0323,HR,Manager,11,45.63,5.02,1.04,6,0.693,23.88,0.771,0,2.23,39.18,38.51,Low
EMP_0323,HR,Manager,12,50.11,4.32,2.6,4,0.517,30.8,0.613,0,2.08,45.08,43.62,Medium
EMP_0324,Operations,Junior,1,54.95,3.97,1.83,1,0.601,11.33,0.776,1,2.17,47.36,22.6,Low
EMP_0324,Operations,Junior,2,44.0,5.41,1.31,3,0.745,30.07,0.77,0,3.34,39.97,48.99,Medium
EMP_0324,Operations,Junior,3,51.51,3.76,1.83,4,0.643,23.04,0.761,0,1.68,54.53,43.71,Medium
EMP_0324,Operations,Junior,4,48.01,4.84,2.25,1,0.69,18.15,0.618,0,2.77,42.24,38.46,Low
EMP_0324,Operations,Junior,5,43.54,5.66,1.99,7,0.762,22.07,0.683,0,2.69,49.57,54.65,Medium
EMP_0324,Operations,Junior,6,50.6,4.52,1.9,3,0.622,28.25,0.703,0,3.0,45.35,38.4,Low
EMP_0324,Operations,Junior,7,51.59,5.41,2.31,1,0.601,23.21,0.747,0,2.89,42.85,41.68,Medium
EMP_0324,Operations,Junior,8,49.91,4.59,2.54,2,0.684,26.91,0.646,1,1.62,55.08,45.76,Medium
EMP_0324,Operations,Junior,9,58.39,5.01,2.45,0,0.613,19.96,0.849,1,2.68,32.05,28.13,Low
EMP_0324,Operations,Junior,10,57.76,5.25,0.68,3,0.662,17.05,0.755,0,2.22,37.55,33.14,Low
EMP_0324,Operations,Junior,11,55.13,5.87,2.11,4,0.728,37.55,0.514,0,2.13,59.04,54.74,Medium
EMP_0324,Operations,Junior,12,60.82,5.56,1.65,2,0.515,21.45,0.84,0,2.25,43.0,37.8,Low
EMP_0325,Finance,Lead,1,64.09,2.51,0.77,0,0.365,16.14,0.853,3,3.49,36.92,21.55,Low
EMP_0325,Finance,Lead,2,61.85,3.8,0.52,0,0.381,11.93,0.812,0,4.01,25.73,20.93,Low
EMP_0325,Finance,Lead,3,57.28,3.32,1.55,0,0.383,8.1,0.752,0,3.55,30.28,24.41,Low
EMP_0325,Finance,Lead,4,51.37,4.23,0.66,0,0.33,22.0,0.753,0,3.9,26.73,25.28,Low
